RUN_ACCESSION	SAMN_ID	Month	Year	G_NUMBER	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	NAME_ALT2	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	PATH_MAPPING_OUTPUT_V2	ANNEX_FILES	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	COMMENTS	CONTACT_PERSON	PROJECT.ID
SRR5065313	SAMN06091848	6	11	G25112	HCMC0151	SAMN06091848	SRX2385680	SRS1827745	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065313_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/2/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065314	SAMN06092158	8	10	G25113	HCMC0461	SAMN06092158	SRX2385681	SRS1827746	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065314_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065315	SAMN06091776	6	11	G25114	HCMC0079	SAMN06091776	SRX2385682	SRS1827747	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065315_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/4/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065316	SAMN06091738	6	11	G25115	HCMC0041	SAMN06091738	SRX2385683	SRS1827748	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065316_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/5/	NA	NA	01.01.11 00:00	Vietnam	NA	L4	L4.5	L4.5	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065317	SAMN06091771	6	11	G25116	HCMC0074	SAMN06091771	SRX2385684	SRS1827749	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065317_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/6/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065317	SAMN06091771	6	11	G25116	HCMC0074	SAMN06091771	SRX2385684	SRS1827749	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065317_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/6/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065318	SAMN06091775	6	11	G25117	HCMC0078	SAMN06091775	SRX2385685	SRS1827750	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065318_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/7/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065318	SAMN06091775	6	11	G25117	HCMC0078	SAMN06091775	SRX2385685	SRS1827750	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065318_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/7/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065319	SAMN06091960	2	11	G25118	HCMC0263	SAMN06091960	SRX2385686	SRS1827751	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065319_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/8/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065320	SAMN06091719	5	11	G25119	HCMC0022	SAMN06091719	SRX2385687	SRS1827752	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065320_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065320	SAMN06091719	5	11	G25119	HCMC0022	SAMN06091719	SRX2385687	SRS1827752	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065320_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/11/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065321	SAMN06091957	2	11	G25120	HCMC0260	SAMN06091957	SRX2385688	SRS1827753	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065321_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/0/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065322	SAMN06092103	10	10	G25121	HCMC0406	SAMN06092103	SRX2385689	SRS1827754	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065322_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/1/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065322	SAMN06092103	10	10	G25121	HCMC0406	SAMN06092103	SRX2385689	SRS1827754	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065322_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/1/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065323	SAMN06092101	10	10	G25122	HCMC0404	SAMN06092101	SRX2385690	SRS1827755	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065323_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L4	L4.4	L4.4.2	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065324	SAMN06091863	12	10	G25123	HCMC0166	SAMN06091863	SRX2385691	SRS1827756	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065324_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/3/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065325	SAMN06092078	12	10	G25124	HCMC0381	SAMN06092078	SRX2385692	SRS1827757	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065325_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/4/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065326	SAMN06091756	5	11	G25125	HCMC0059	SAMN06091756	SRX2385693	SRS1827758	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065326_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/5/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065327	SAMN06091932	12	10	G25126	HCMC0235	SAMN06091932	SRX2385694	SRS1827759	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065327_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/6/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065328	SAMN06091750	5	11	G25127	HCMC0053	SAMN06091750	SRX2385695	SRS1827760	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065328_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/7/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.2	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065329	SAMN06091808	4	11	G25128	HCMC0111	SAMN06091808	SRX2385696	SRS1827761	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065329_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/8/	NA	NA	01.01.11 00:00	Vietnam	NA	L4	L4.1.2	L4.1.2	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065330	SAMN06091854	5	11	G25129	HCMC0157	SAMN06091854	SRX2385697	SRS1827762	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065330_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065330	SAMN06091854	5	11	G25129	HCMC0157	SAMN06091854	SRX2385697	SRS1827762	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065330_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/12/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065331	SAMN06092109	10	10	G25130	HCMC0412	SAMN06092109	SRX2385698	SRS1827763	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065331_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/13/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065331	SAMN06092109	10	10	G25130	HCMC0412	SAMN06092109	SRX2385698	SRS1827763	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065331_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/13/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065332	SAMN06091807	4	11	G25131	HCMC0110	SAMN06091807	SRX2385699	SRS1827764	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065332_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/13/1/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065333	SAMN06091939	12	10	G25132	HCMC0242	SAMN06091939	SRX2385700	SRS1827765	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065333_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/13/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065334	SAMN06091953	3	11	G25133	HCMC0256	SAMN06091953	SRX2385701	SRS1827766	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065334_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G25/13/3/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065335	SAMN06091725	4	11	G24934	HCMC0028	SAMN06091725	SRX2385702	SRS1827767	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065335_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/4/	NA	NA	01.01.11 00:00	Vietnam	NA	L4	L4.2	L4.2.2	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065336	SAMN06091868	5	11	G24935	HCMC0171	SAMN06091868	SRX2385703	SRS1827768	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065336_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/5/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065337	SAMN06091911	2	11	G24936	HCMC0214	SAMN06091911	SRX2385704	SRS1827769	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065337_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/6/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065337	SAMN06091911	2	11	G24936	HCMC0214	SAMN06091911	SRX2385704	SRS1827769	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065337_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/6/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065338	SAMN06092091	10	10	G24937	HCMC0394	SAMN06092091	SRX2385705	SRS1827770	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065338_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/7/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065339	SAMN06091937	12	10	G24938	HCMC0240	SAMN06091937	SRX2385706	SRS1827771	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065339_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/8/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065340	SAMN06091806	5	11	G24939	HCMC0109	SAMN06091806	SRX2385707	SRS1827772	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065340_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/93/9/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065341	SAMN06092038	10	10	G24940	HCMC0341	SAMN06092038	SRX2385708	SRS1827773	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065341_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/0/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065342	SAMN06091816	4	11	G24941	HCMC0119	SAMN06091816	SRX2385709	SRS1827774	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065342_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/1/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065342	SAMN06091816	4	11	G24941	HCMC0119	SAMN06091816	SRX2385709	SRS1827774	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065342_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/1/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065343	SAMN06092020	11	10	G24942	HCMC0323	SAMN06092020	SRX2385710	SRS1827775	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065343_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/2/	NA	NA	01.01.10 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	
SRR5065344	SAMN06091941	4	11	G24943	HCMC0244	SAMN06091941	SRX2385711	SRS1827776	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065344_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/3/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065345	SAMN06091830	3	11	G24944	HCMC0133	SAMN06091830	SRX2385712	SRS1827777	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065345_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/4/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065346	SAMN06091743	5	11	G24945	HCMC0046	SAMN06091743	SRX2385713	SRS1827779	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065346_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/5/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065346	SAMN06091743	5	11	G24945	HCMC0046	SAMN06091743	SRX2385713	SRS1827779	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065346_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/5/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065347	SAMN06091732	4	11	G24946	HCMC0035	SAMN06091732	SRX2385714	SRS1827778	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065347_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/6/	NA	NA	01.01.11 00:00	Vietnam	NA	L2		L2.2.1	NA	NA	Liliana Rutaihwa	
SRR5065348	SAMN06091793	3	11	G24947	HCMC0096	SAMN06091793	SRX2385715	SRS1827780	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065348_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/7/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065348	SAMN06091793	3	11	G24947	HCMC0096	SAMN06091793	SRX2385715	SRS1827780	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065348_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/7/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
SRR5065349	SAMN06091976	1	11	G24948	HCMC0279	SAMN06091976	SRX2385716	SRS1827781	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065349_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/8/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	L1_L3_global_biogeography
SRR5065349	SAMN06091976	1	11	G24948	HCMC0279	SAMN06091976	SRX2385716	SRS1827781	NA	NA	NA	Holt2016	Downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJNA355614_Holt_2016_biorxiv_LRU_nobackup/SRR5065349_1.fastq.gz	NA	NA	1	NA	NA	NA	/scicore/home/gagneux/GROUP/tbresearch/genomes/IN_PROGRESS/common_mappings/PipelineTB/v1/G24/94/8/	NA	NA	01.01.11 00:00	Vietnam	NA	L1		L1.1.1.1	NA	NA	Liliana Rutaihwa	MTB_clock
